Molecule,SMILES,Formula,TanimotoA,TanimotoS,MW,HeavyAtoms,AromaticHA,FractionCsp3,RotatableBonds,HBA,HBD,MR,TPSA,iLOGP,XLOGP3,WLOGP,MLOGP,SilicosITLogP,ConsensusLogP,ESOLLogS,ESOLSolubilitymgml,ESOLSolubilitymoll,AliLogS,AliSolubilitymgml,AliSolubilitymoll,SilicosITLogSw,SilicosITSolubilitymgml,SilicosITSolubilitymoll,logKpcms,LipinskiViolations,GhoseViolations,VeberViolations,EganViolations,MueggeViolations,BioavailabilityScore,PAINSalerts,BrenkAlerts,LeadlikenessViolations,SyntheticAccessibility,TanimotoA3D,TanimotoS3D,
5455,C#CC(=O)Nc1ccc(cc1)n1cnnn1,C10H7N5O,0.201420271,0.201665675,213.2,16,11,0,3,4,1,56.44,72.7,1.68,0.75,0.12,1.2,0.15,0.78,-1.95,2.42E+00,1.13E-02,-1.86,2.97E+00,1.39E-02,-2.27,1.14E+00,5.35E-03,-7.07,0,0,0,0,0,0.55,0,1,1,1.89,0.802581303,0.856288448,
5456,C#CC(=O)Nc1ccc(cc1)n1nncc1c1ccccc1,C17H12N4O,0.313953488,0.332947977,288.3,22,17,0,4,3,1,84.08,59.81,2.78,2.66,2.39,2.43,2.26,2.5,-3.61,7.06E-02,2.45E-04,-3.57,7.80E-02,2.71E-04,-5.15,2.05E-03,7.10E-06,-6.17,0,0,0,0,0,0.55,0,1,0,2.54,0.824425745,0.698938876,
5457,COC(=O)Cc1ccc(cc1)NC(=O)C#C,C12H11NO3,0.159973667,0.149611011,217.22,16,6,0.17,5,3,1,59.59,55.4,2.16,1.37,0.86,1.63,1.88,1.58,-2,2.19E+00,1.01E-02,-2.14,1.59E+00,7.31E-03,-2.97,2.33E-01,1.07E-03,-6.65,0,0,0,0,0,0.55,0,1,1,1.68,0.842045638,0.876013905,
5458,CC#CC(=O)Nc1ccc(cc1)S(=O)(=O)N,C10H10N2O3S,0.158647594,0.162971839,238.26,16,6,0.1,3,4,2,59.53,97.64,0.99,0.95,1.27,0.42,-0.08,0.71,-2,2.41E+00,1.01E-02,-2.59,6.16E-01,2.59E-03,-2.44,8.63E-01,3.62E-03,-7.08,0,0,0,0,0,0.55,0,1,1,2.17,0.822935479,0.773366789,
5459,CC#CC(=O)Nc1ccc(cc1)CC(=O)OC,C13H13NO3,0.166230366,0.157423971,231.25,17,6,0.23,5,3,1,64.4,55.4,2.09,1.88,1.25,1.9,2.12,1.85,-2.39,9.44E-01,4.08E-03,-2.67,5.00E-01,2.16E-03,-3.36,1.02E-01,4.41E-04,-6.38,0,0,0,0,0,0.55,0,1,1,2.07,0.853313419,0.779458319,
5460,O=C(COC(=O)C)NCC1CCN(CC1)C(=O)N(C)C,C13H23N3O4,0.160340314,0.153432836,285.34,20,0,0.77,8,4,1,77.07,78.95,2.67,-0.28,-0.32,0.28,-0.19,0.43,-0.9,3.55E+01,1.25E-01,-0.92,3.44E+01,1.21E-01,-1.32,1.38E+01,4.83E-02,-8.24,0,0,0,0,0,0.55,0,0,1,2.3,0.854976585,0.72887931,
5461,CC(NC(=O)C(=O)NCC1CCN(CC1)C(=O)N(C)C)C,C14H26N4O3,0.153088042,0.145421903,298.38,21,0,0.79,8,3,2,83.6,81.75,3.15,0.3,-0.36,0.14,-0.28,0.59,-1.35,1.33E+01,4.46E-02,-1.58,7.86E+00,2.63E-02,-1.65,6.63E+00,2.22E-02,-7.91,0,0,0,0,0,0.55,0,1,1,2.38,0.800518926,0.775284579,
5462,CN(C(=O)N1CCC(CC1)CNC(=O)C(=O)N)C,C11H20N4O3,0.140501319,0.131216297,256.3,18,0,0.73,6,3,2,69.08,95.74,1.84,-0.9,-1.4,-0.68,-1.35,-0.5,-0.47,8.76E+01,3.42E-01,-0.63,6.04E+01,2.36E-01,-0.43,9.46E+01,3.69E-01,-8.5,0,1,0,0,0,0.55,0,1,0,2.02,0.826189726,0.768783115,
5463,O=C(COC(=O)C)NCCCc1cc2c(o1)cccc2,C15H17NO4,0.238643634,0.229460094,275.3,20,9,0.33,8,4,1,74.31,68.54,2.59,2.21,2.04,1.12,2.84,2.16,-2.74,4.96E-01,1.80E-03,-3.28,1.43E-01,5.20E-04,-4.98,2.87E-03,1.04E-05,-6.41,0,0,0,0,0,0.55,0,0,1,2.48,0.818111094,0.780847301,
5464,CNC(=O)C(=O)NCCCc1cc2c(o1)cccc2,C14H16N2O3,0.22829582,0.218492344,260.29,19,9,0.29,7,3,2,71.22,71.34,2.55,2,1.23,0.46,2.13,1.67,-2.6,6.50E-01,2.50E-03,-3.12,1.95E-01,7.50E-04,-4.89,3.34E-03,1.28E-05,-6.47,0,0,0,0,0,0.55,0,1,0,2.38,0.804681259,0.763914214,
5465,C=CCN1C2CCC1CC(C2)n1cccn1,C13H19N3,0.237277354,0.221125943,217.31,16,5,0.62,3,2,0,68.86,21.06,2.56,1.99,1.86,1.9,1.32,1.92,-2.47,7.29E-01,3.36E-03,-2.06,1.90E+00,8.74E-03,-1.85,3.06E+00,1.41E-02,-6.21,0,0,0,0,0,0.55,0,1,1,3.78,0.768726834,0.771817526,
5466,COC1CCN(C1)c1ncccc1C#N,C11H13N3O,0.305732484,0.288046647,203.24,15,6,0.45,2,3,0,59.49,49.15,2.03,1.08,0.8,0.32,1.32,1.11,-1.94,2.31E+00,1.14E-02,-1.7,4.02E+00,1.98E-02,-2.46,7.06E-01,3.48E-03,-6.77,0,0,0,0,0,0.55,0,0,1,2.54,0.808507018,0.90076777,
5467,N#Cc1nccnc1N1CC2C(C1)CCC2,C12H14N4,0.286900958,0.259710145,214.27,16,6,0.58,1,3,0,63.7,52.81,2.13,1.61,1.2,0.6,1.51,1.41,-2.39,8.64E-01,4.03E-03,-2.33,1.00E+00,4.67E-03,-2.56,5.90E-01,2.75E-03,-6.46,0,0,0,0,0,0.55,0,0,1,3.18,0.909153846,0.769069343,
5468,N#Cc1ccnc(c1)NC1CCOCC1,C11H13N3O,0.19365285,0.202402402,203.24,15,6,0.45,2,3,1,56.46,57.94,1.94,1.29,1.35,0.32,1.67,1.31,-2.08,1.70E+00,8.38E-03,-2.11,1.59E+00,7.82E-03,-3.07,1.75E-01,8.59E-04,-6.62,0,0,0,0,0,0.55,0,0,1,2,0.798728085,0.794748755,
5469,C=CCNC(=O)NC1CCOCC1,C9H16N2O2,0.098065377,0.091954023,184.24,13,0,0.67,5,2,2,50.07,50.36,1.96,0.42,0.65,0.45,0.78,0.85,-0.92,2.23E+01,1.21E-01,-1.04,1.66E+01,9.02E-02,-1.68,3.83E+00,2.08E-02,-7.13,0,0,0,0,1,0.55,0,1,1,2.13,0.846192808,0.770985142,
5470,C=CCNC(=O)N1C2CCC1CC(C2)O,C11H18N2O2,0.20273794,0.185798817,210.27,15,0,0.73,4,2,2,61.65,52.57,2.17,0.69,0.49,1.05,0.32,0.94,-1.31,1.02E+01,4.85E-02,-1.37,8.95E+00,4.25E-02,-0.75,3.77E+01,1.79E-01,-7.09,0,0,0,0,0,0.55,0,1,1,3.85,0.829154906,0.755168258,
5471,N#Cc1cnc(c(c1)Cl)N1CCOCC1,C10H10ClN3O,0.267676768,0.272460364,223.66,15,6,0.4,1,3,0,59.69,49.15,2.04,1.28,1.06,0.58,2.01,1.4,-2.26,1.22E+00,5.46E-03,-1.91,2.74E+00,1.23E-02,-2.92,2.69E-01,1.20E-03,-6.76,0,0,0,0,0,0.55,0,0,1,2.27,0.814955,0.767619223,
5472,C=CCNC(=O)N1CCOCC1,C8H14N2O2,0.090365449,0.087613293,170.21,12,0,0.62,4,2,1,49.27,41.57,2.04,-0.18,-0.17,0.13,0.49,0.46,-0.52,5.17E+01,3.03E-01,-0.24,9.85E+01,5.79E-01,-0.91,2.08E+01,1.22E-01,-7.47,0,0,0,0,1,0.55,0,1,1,2.19,0.850961538,0.793237724,
5473,C=CCNC(=O)N1CCCC1,C8H14N2O,0.088650101,0.080752884,154.21,11,0,0.62,4,1,1,48.18,32.34,2.2,0.68,0.6,0.99,0.79,1.05,-0.96,1.69E+01,1.10E-01,-0.94,1.79E+01,1.16E-01,-1.16,1.06E+01,6.90E-02,-6.76,0,1,0,0,1,0.55,0,1,1,1.82,0.825990209,0.778059979,
5474,C=CCN1CCc2c(C1)ccs2,C10H13NS,0.227476038,0.216374269,179.28,12,5,0.4,2,1,0,57.7,31.48,2.5,2.15,1.76,2.05,3.62,2.42,-2.48,5.90E-01,3.29E-03,-2.44,6.46E-01,3.60E-03,-2.68,3.73E-01,2.08E-03,-5.87,0,0,0,0,1,0.55,0,1,1,2.45,0.846968403,0.804520407,
5475,C=CCNC(=O)NC1CCN(CC1)C,C10H19N3O,0.109993293,0.096072508,197.28,14,0,0.7,5,2,2,60.6,44.37,2.09,0.6,0.18,0.76,0.38,0.8,-1.11,1.53E+01,7.74E-02,-1.11,1.55E+01,7.84E-02,-1.67,4.23E+00,2.14E-02,-7.08,0,0,0,0,1,0.55,0,1,1,2.18,0.856300663,0.755823744,
5476,N#Cc1cnc(c(c1)Cl)N1CCNC(=O)C1,C10H9ClN4O,0.315059861,0.316529894,236.66,16,6,0.3,1,3,1,65.52,69.02,1.39,0.77,-0.22,0.07,1.37,0.68,-2,2.35E+00,9.91E-03,-1.8,3.75E+00,1.59E-02,-3.12,1.80E-01,7.59E-04,-7.2,0,0,0,0,0,0.55,0,0,1,2.31,0.812947246,0.777278447,
5477,N#Cc1ccc(nc1)NCC1CCCO1.Cl,C11H14ClN3O,0.21414791,0.212677725,239.7,16,6,0.45,3,3,1,63.42,57.94,0,2.1,2.16,0.6,1.77,1.32,-2.73,4.48E-01,1.87E-03,-2.95,2.71E-01,1.13E-03,-3.19,1.54E-01,6.43E-04,-6.27,0,0,0,0,0,0.55,0,0,1,2.66,0.788519378,0.810303408,
5478,Cn1cccc(c1=O)C(=O)NCC=C,C10H12N2O2,0.257518797,0.252023121,192.21,14,6,0.2,4,2,1,54.1,51.1,1.64,1.07,0.3,0.67,1.13,0.96,-1.76,3.35E+00,1.74E-02,-1.73,3.54E+00,1.84E-02,-2.35,8.63E-01,4.49E-03,-6.71,0,0,0,0,1,0.55,0,1,1,1.85,0.794344248,0.759539101,
5479,Cn1nc(ccc1=O)C(=O)NCC=C,C9H11N3O2,0.239850094,0.23644752,193.2,14,6,0.22,4,3,1,51.9,63.99,1.64,-0.19,-0.3,0.35,0.62,0.42,-0.97,2.06E+01,1.07E-01,-0.7,3.87E+01,2.01E-01,-1.98,2.04E+00,1.06E-02,-7.61,0,0,0,0,1,0.55,0,1,1,1.94,0.853161398,0.749475091,
5480,C=CCNC(=O)c1ccc2c(n1)cccc2,C13H12N2O,0.23797306,0.223067916,212.25,16,10,0.08,4,2,1,63.88,41.99,2.56,2.86,2.15,1.7,2.68,2.39,-3.16,1.48E-01,6.98E-04,-3.4,8.43E-02,3.97E-04,-4.56,5.86E-03,2.76E-05,-5.56,0,0,0,0,0,0.55,0,1,1,1.69,0.859937465,0.787230232,
5481,C=CCNC(=O)C1CCCC1,C9H15NO,0.090421969,0.086982968,153.22,11,0,0.67,4,1,1,45.79,29.1,2.25,1.72,1.48,1.37,1.86,1.73,-1.61,3.76E+00,2.46E-02,-1.95,1.73E+00,1.13E-02,-1.87,2.06E+00,1.34E-02,-6.01,0,1,0,0,1,0.55,0,1,1,1.51,0.85590803,0.773919828,
5482,C=CCNC(=O)c1ccco1,C8H9NO2,0.140408701,0.117751479,151.16,11,5,0.12,4,2,1,40.84,42.24,2.13,0.96,1.2,0.21,1.42,1.18,-1.45,5.31E+00,3.51E-02,-1.43,5.56E+00,3.68E-02,-2.44,5.44E-01,3.60E-03,-6.54,0,1,0,0,1,0.55,0,1,1,2.02,0.877244223,0.789792134,
5483,C=CCNC(=O)c1cccs1,C8H9NOS,0.134691196,0.121284185,167.23,11,5,0.12,4,1,1,46.46,57.34,2.02,1.48,1.66,1.09,2.67,1.79,-1.88,2.20E+00,1.31E-02,-2.29,8.55E-01,5.12E-03,-2.51,5.17E-01,3.09E-03,-6.27,0,0,0,0,1,0.55,0,1,1,1.93,0.862839464,0.808792875,
5484,C=CCNC(=O)c1c[nH]c2c1cccc2,C12H12N2O,0.255506608,0.232265446,200.24,15,9,0.08,4,1,2,60.43,44.89,1.95,2.38,2.08,1.47,2.73,2.12,-2.76,3.47E-01,1.73E-03,-2.96,2.18E-01,1.09E-03,-4.14,1.45E-02,7.26E-05,-5.83,0,0,0,0,0,0.55,0,1,1,1.61,0.829200871,0.731404564,
5485,C=CCNC(=O)C1COc2c(O1)cccc2,C12H13NO3,0.226982097,0.219483568,219.24,16,6,0.25,4,3,1,59.07,47.56,2.21,1.79,1.13,0.78,1.92,1.57,-2.34,1.00E+00,4.57E-03,-2.41,8.58E-01,3.91E-03,-3.06,1.92E-01,8.77E-04,-6.37,0,0,0,0,0,0.55,0,1,1,2.83,0.848686344,0.746779127,
5486,C=CCNC(=O)c1cccnc1,C9H10N2O,0.150296638,0.129970326,162.19,12,6,0.11,4,2,1,46.37,41.99,1.55,0.64,1,0.49,1.52,1.04,-1.35,7.17E+00,4.42E-02,-1.1,1.30E+01,8.00E-02,-2.87,2.21E-01,1.36E-03,-6.83,0,0,0,0,1,0.55,0,1,1,1.4,0.857069409,0.795838875,
5487,C=CCNC(=O)c1ccccn1,C9H10N2O,0.166776533,0.149582837,162.19,12,6,0.11,4,2,1,46.37,41.99,2.11,0.56,1,0.49,1.52,1.14,-1.3,8.05E+00,4.96E-02,-1.01,1.57E+01,9.68E-02,-2.87,2.21E-01,1.36E-03,-6.89,0,0,0,0,1,0.55,0,1,1,1.52,0.855476456,0.777016596,
5488,C=CCNC(=O)c1cscc1,C8H9NOS,0.125657895,0.11641791,167.23,11,5,0.12,4,1,1,46.46,57.34,2.02,1.45,1.66,1.09,2.67,1.78,-1.86,2.29E+00,1.37E-02,-2.26,9.19E-01,5.50E-03,-2.51,5.17E-01,3.09E-03,-6.29,0,0,0,0,1,0.55,0,1,1,2.1,0.851095143,0.790182868,
5489,C=CCNC(=O)c1c(C)noc1C,C9H12N2O2,0.246679317,0.229792148,180.2,13,5,0.33,4,3,1,48.57,55.13,2.31,1.09,1.21,0.49,1.89,1.4,-1.66,3.90E+00,2.16E-02,-1.84,2.60E+00,1.45E-02,-2.86,2.47E-01,1.37E-03,-6.63,0,0,0,0,1,0.55,0,1,1,2.69,0.817106065,0.746578666,
5490,C=CCNC(=O)c1cocc1,C8H9NO2,0.121887287,0.113690476,151.16,11,5,0.12,4,2,1,40.84,42.24,1.94,0.98,1.2,0.21,1.42,1.15,-1.47,5.16E+00,3.41E-02,-1.46,5.30E+00,3.51E-02,-2.44,5.44E-01,3.60E-03,-6.53,0,1,0,0,1,0.55,0,1,1,2.36,0.880116458,0.802859075,
5491,C=CCNC(=O)C1CCOCC1,C9H15NO2,0.101932045,0.09812235,169.22,12,0,0.67,4,2,1,46.88,38.33,2.02,0.49,0.72,0.49,1.55,1.05,-0.93,1.97E+01,1.16E-01,-0.86,2.31E+01,1.37E-01,-1.62,4.03E+00,2.38E-02,-6.98,0,0,0,0,1,0.55,0,1,1,1.74,0.861188841,0.853263801,
5492,C=CCNC(=O)C1COCC1,C8H13NO2,0.116831683,0.111711712,155.19,11,0,0.62,4,2,1,42.07,38.33,1.98,0.14,0.33,0.17,1.27,0.78,-0.63,3.67E+01,2.36E-01,-0.5,4.89E+01,3.15E-01,-1.33,7.18E+00,4.62E-02,-7.15,0,1,0,0,1,0.55,0,1,1,2.28,0.849589233,0.796314164,
5493,C=CCNC(=O)C1CCc2c(O1)cccc2,C13H15NO2,0.267957527,0.255880666,217.26,16,6,0.31,4,2,1,62.35,38.33,2.42,2.29,1.68,1.63,2.54,2.11,-2.64,4.94E-01,2.27E-03,-2.73,4.02E-01,1.85E-03,-3.6,5.51E-02,2.54E-04,-6,0,0,0,0,0,0.55,0,1,1,2.65,0.857428594,0.774684685,
5494,C=CCNC(=O)c1cncc(c1)F,C9H9FN2O,0.190045249,0.179941003,180.18,13,6,0.11,4,3,1,46.33,41.99,1.75,0.87,1.56,0.91,1.96,1.41,-1.58,4.71E+00,2.61E-02,-1.34,8.32E+00,4.62E-02,-3.15,1.26E-01,7.01E-04,-6.78,0,0,0,0,1,0.55,0,1,1,1.68,0.814285714,0.784664961,
5495,C=CCNC(=O)c1ccncc1F,C9H9FN2O,0.170447181,0.168947055,180.18,13,6,0.11,4,3,1,46.33,41.99,1.48,0.87,1.56,0.91,1.96,1.35,-1.58,4.71E+00,2.61E-02,-1.34,8.32E+00,4.62E-02,-3.15,1.26E-01,7.01E-04,-6.78,0,0,0,0,1,0.55,0,1,1,1.74,0.845142564,0.76391166,
5496,Cn1cnc2c1ncnc2NCC=C,C9H11N5,0.278223319,0.301633606,189.22,14,9,0.22,3,3,1,55.03,55.63,2.04,1.28,0.77,0.07,0.7,0.97,-2.1,1.51E+00,7.99E-03,-2.05,1.70E+00,8.96E-03,-2.63,4.41E-01,2.33E-03,-6.55,0,0,0,0,1,0.55,0,1,1,2.26,0.817444569,0.765876777,
5497,Cc1nnc(s1)NCC=C,C6H9N3S,0.111404087,0.106115108,155.22,10,5,0.33,3,2,1,43.32,66.05,1.94,1.73,1.25,0.42,2.28,1.52,-2.06,1.34E+00,8.62E-03,-2.73,2.87E-01,1.85E-03,-2.2,9.86E-01,6.35E-03,-6.02,0,2,0,0,1,0.55,0,1,1,2.95,0.854498987,0.805923918,
5498,C=CCNc1cc(C)nc2n1ncn2,C9H11N5,0.316084788,0.311380705,189.22,14,9,0.22,3,3,1,54.19,55.11,1.98,1.46,0.84,0.88,0.66,1.17,-2.21,1.16E+00,6.16E-03,-2.22,1.13E+00,5.98E-03,-2.63,4.41E-01,2.33E-03,-6.42,0,0,0,0,1,0.55,0,1,1,2.33,0.804452204,0.736061282,
5499,Cc1c(NCC=C)ncnc1C,C9H13N3,0.244925575,0.20276775,163.22,12,6,0.33,3,2,1,50.41,37.81,2.25,1.93,1.5,0.57,2.07,1.67,-2.24,9.40E-01,5.76E-03,-2.35,7.32E-01,4.49E-03,-3.32,7.81E-02,4.79E-04,-5.93,0,0,0,0,1,0.55,0,1,1,1.99,0.850775692,0.797339372,
5500,C=CCNc1ncnc2c1scc2,C9H9N3S,0.27875,0.288720047,191.25,13,9,0.11,3,2,1,55.86,66.05,2.38,1.79,2.1,1.35,2.91,2.1,-2.47,6.51E-01,3.41E-03,-2.8,3.06E-01,1.60E-03,-3.5,6.01E-02,3.14E-04,-6.2,0,0,0,0,1,0.55,0,1,1,2.48,0.830926594,0.802369712,
5501,C=CCNc1nc2c(s1)ccnc2,C9H9N3S,0.221736415,0.227510157,191.25,13,9,0.11,3,2,1,55.86,66.05,2.15,2.27,2.1,0.94,2.91,2.07,-2.77,3.25E-01,1.70E-03,-3.29,9.72E-02,5.08E-04,-3.5,6.01E-02,3.14E-04,-5.85,0,0,0,0,1,0.55,0,1,1,2.57,0.839812447,0.771178374,
5502,C=CCNC(=O)Nc1cccs1,C8H10N2OS,0.130091984,0.125823847,182.24,12,5,0.12,5,1,2,50.96,69.37,1.61,1.57,1.86,1.02,1.91,1.6,-1.94,2.11E+00,1.16E-02,-2.64,4.20E-01,2.31E-03,-2.57,4.92E-01,2.70E-03,-6.3,0,0,0,0,1,0.55,0,1,1,2.44,0.856791589,0.792413663,
5503,C=CCNC(=O)NC1CCCCCC1,C11H20N2O,0.095908786,0.08600848,196.29,14,0,0.73,5,1,2,58.6,41.13,2.39,2.36,2.19,1.9,1.66,2.1,-2.21,1.20E+00,6.11E-03,-2.86,2.69E-01,1.37E-03,-2.5,6.16E-01,3.14E-03,-5.82,0,0,0,0,1,0.55,0,1,1,2.2,0.820100925,0.761404813,
5504,C=CCNC(=O)N1CCNC1=O,C7H11N3O2,0.109724047,0.111244738,169.18,12,0,0.43,4,2,2,50.68,61.44,0.92,0.13,-0.85,0.09,-0.37,-0.02,-0.71,3.32E+01,1.96E-01,-0.98,1.79E+01,1.06E-01,-0.83,2.49E+01,1.47E-01,-7.24,0,1,0,0,1,0.55,0,1,1,2.45,0.857191957,0.785377131,
5505,N#Cc1cccnc1NCc1ccccn1,C12H10N4,0.231362468,0.229265403,210.23,16,12,0.08,3,3,1,60.54,61.6,1.75,1.9,1.62,0.35,1.98,1.52,-2.7,4.22E-01,2.01E-03,-2.82,3.21E-01,1.53E-03,-4.72,4.02E-03,1.91E-05,-6.23,0,0,0,0,0,0.55,0,0,1,2.14,0.827355372,0.751526929,
5506,N#Cc1ccc(nc1)NCc1ccncc1,C12H10N4,0.178734508,0.178657074,210.23,16,12,0.08,3,3,1,60.54,61.6,1.69,1.31,1.62,0.35,1.98,1.39,-2.33,9.93E-01,4.72E-03,-2.2,1.31E+00,6.25E-03,-4.72,4.02E-03,1.91E-05,-6.65,0,0,0,0,0,0.55,0,0,1,2.12,0.823734151,0.73393894,
5507,N#Cc1ccnc(c1)N1CCCN(CC1)C.Cl.Cl,C12H18Cl2N4,0.270058708,0.264105642,289.2,18,6,0.5,1,3,0,83.95,43.16,0,2.8,1.94,1.13,1.19,1.41,-3.58,7.65E-02,2.64E-04,-3.36,1.25E-01,4.33E-04,-2.57,7.86E-01,2.72E-03,-6.08,0,0,0,0,0,0.55,0,0,0,2.47,0.843644544,0.791975309,
5508,N#Cc1cccc(n1)N1CCCN(CC1)C,C12H16N4,0.276085548,0.269689737,216.28,16,6,0.5,1,3,0,70.02,43.16,2.16,1.53,0.33,0.6,1.19,1.16,-2.36,9.52E-01,4.40E-03,-2.05,1.95E+00,9.01E-03,-2.57,5.88E-01,2.72E-03,-6.53,0,0,0,0,0,0.55,0,0,1,2.38,0.822008072,0.747222477,
5509,N#Cc1ccc(nc1)N1CCN(CC1)C(C)C,C13H18N4,0.244429882,0.242753623,230.31,17,6,0.54,2,3,0,74.83,43.16,2.4,1.64,0.72,0.87,1.48,1.42,-2.43,8.55E-01,3.71E-03,-2.16,1.60E+00,6.93E-03,-2.72,4.36E-01,1.89E-03,-6.54,0,0,0,0,0,0.55,0,0,1,2.45,0.839711019,0.763922196,
5510,N#Cc1ccnc(c1)N1CCN(CC1)C(=O)C1CC1,C14H16N4O,0.301236174,0.294364508,256.3,19,6,0.5,3,3,0,77.72,60.23,2.13,0.75,0.19,0.62,1.31,1,-1.94,2.96E+00,1.16E-02,-1.59,6.52E+00,2.55E-02,-2.44,9.20E-01,3.59E-03,-7.33,0,0,0,0,0,0.55,0,0,0,2.21,0.850661335,0.853936187,
5511,C=CCN1CCCC1C(=O)N,C8H14N2O,0.147157191,0.129596142,154.21,11,0,0.62,3,2,1,47.7,46.33,1.61,0.37,-0.26,0.17,0.44,0.47,-0.83,2.27E+01,1.48E-01,-0.91,1.91E+01,1.24E-01,-0.52,4.66E+01,3.02E-01,-6.98,0,1,0,0,1,0.55,0,1,1,2.07,0.810905813,0.813940256,
5512,N#Cc1cccnc1N1C2CCC1CC(=C)C2,C14H15N3,0.327510917,0.322729902,225.29,17,6,0.43,1,2,0,70.23,39.92,2.4,2.41,2.26,1.9,2.39,2.27,-2.95,2.53E-01,1.12E-03,-2.89,2.90E-01,1.29E-03,-3.32,1.08E-01,4.80E-04,-5.96,0,0,0,0,0,0.55,0,1,1,3.72,0.804793388,0.751224379,
5513,N#Cc1cccc(n1)N1C2CCC1CC(C2)O,C13H15N3O,0.310691824,0.314771395,229.28,17,6,0.54,1,3,1,67.06,60.15,2.02,1.85,1.06,0.87,1.14,1.39,-2.62,5.47E-01,2.39E-03,-2.73,4.23E-01,1.84E-03,-2.13,1.71E+00,7.46E-03,-6.39,0,0,0,0,0,0.55,0,0,1,3.78,0.829315802,0.775264892,
5514,N#Cc1cc2ccccc2nc1N1CCCN(CC1)C,C16H18N4,0.377275581,0.357761108,266.34,20,10,0.38,1,3,0,87.52,43.16,2.79,2.53,1.49,1.7,2.2,2.14,-3.39,1.09E-01,4.08E-04,-3.08,2.20E-01,8.26E-04,-4.24,1.55E-02,5.81E-05,-6.13,0,0,0,0,0,0.55,0,0,0,2.53,0.809829897,0.735532862,
5515,O=C1CCC(CN1)C(=O)N1CCC(CC1)(F)F,C11H16F2N2O2,0.177042802,0.16254417,246.25,17,0,0.82,2,4,1,64.83,49.41,1.71,0.23,0.85,0.92,1.65,1.07,-1.38,1.03E+01,4.17E-02,-0.83,3.66E+01,1.49E-01,-2.21,1.54E+00,6.24E-03,-7.64,0,0,0,0,0,0.55,0,0,1,2.42,0.843627018,0.744065011,
5516,FCCN1CCN(CC1)c1ncccc1C#N,C12H15FN4,0.286836935,0.266547406,234.27,17,6,0.5,3,4,0,70.07,43.16,2.41,1.18,0.7,0.73,1.57,1.32,-2.1,1.86E+00,7.96E-03,-1.68,4.87E+00,2.08E-02,-2.99,2.40E-01,1.03E-03,-6.89,0,0,0,0,0,0.55,0,0,1,2.37,0.850258039,0.734914385,
5517,C=CCN1CCS(=O)(=O)CC1,C7H13NO2S,0.0739507,0.067510549,175.25,11,0,0.71,2,3,0,48.95,45.76,1.49,0.06,0.6,0.15,0.7,0.6,-0.83,2.58E+01,1.47E-01,-0.57,4.67E+01,2.66E-01,-1.1,1.40E+01,7.98E-02,-7.33,0,0,0,0,1,0.55,0,1,1,2.41,0.839385475,0.80241399,
5518,CC1OC(C)CN(C1)c1nccc(c1)C#N,C12H15N3O,0.262886598,0.251624335,217.27,16,6,0.5,1,3,0,64.29,49.15,2.3,1.52,1.19,0.6,1.49,1.42,-2.36,9.57E-01,4.40E-03,-2.16,1.50E+00,6.91E-03,-2.62,5.24E-01,2.41E-03,-6.55,0,0,0,0,0,0.55,0,0,1,2.91,0.844760673,0.713082166,
5519,C=CCN1CC2C(C1)C(=O)N(C2=O)C,C10H14N2O2,0.181168831,0.168340224,194.23,14,0,0.6,2,3,0,59.5,40.62,1.96,-0.33,-1.04,0.25,0.47,0.26,-0.7,3.84E+01,1.98E-01,-0.06,1.68E+02,8.67E-01,-0.77,3.29E+01,1.69E-01,-7.72,0,1,0,0,1,0.55,0,2,1,2.59,0.824056684,0.797670366,
5520,N#Cc1nccnc1N1Cc2c(C1)cccc2,C13H10N4,0.292667509,0.263761468,222.25,17,12,0.15,1,3,0,66.42,52.81,1.97,1.36,1.18,0.62,2.06,1.44,-2.53,6.54E-01,2.94E-03,-2.07,1.89E+00,8.48E-03,-4.15,1.57E-02,7.08E-05,-6.69,0,0,0,0,0,0.55,0,0,1,2.28,0.841624201,0.74099723,
5521,N#Cc1ccc(nc1)N1CCC(CC1)Cn1cccn1,C15H17N5,0.295425667,0.286885246,267.33,20,11,0.4,3,3,0,79.78,57.74,2.19,1.71,1.69,1.16,1.41,1.63,-2.78,4.40E-01,1.65E-03,-2.54,7.74E-01,2.90E-03,-3.54,7.69E-02,2.88E-04,-6.72,0,0,0,0,0,0.55,0,0,0,2.36,0.777070577,0.796101203,
5522,N#Cc1ccnc(c1)N1CCC(C1)C(=O)C,C12H13N3O,0.279948751,0.275576582,215.25,16,6,0.42,2,3,0,63.41,56.99,1.74,0.85,0.99,0.51,1.67,1.15,-1.86,3.00E+00,1.39E-02,-1.63,5.05E+00,2.34E-02,-2.67,4.61E-01,2.14E-03,-7.01,0,0,0,0,0,0.55,0,0,1,2.41,0.790344476,0.768546264,
5523,N#Cc1cccnc1N1CCC(C1)(F)C(=O)N(C)C,C13H15FN4O,0.395783133,0.398080181,262.28,19,6,0.46,3,4,0,71.2,60.23,2.27,0.89,1,0.49,1.21,1.17,-2.06,2.27E+00,8.66E-03,-1.74,4.78E+00,1.82E-02,-2.89,3.40E-01,1.30E-03,-7.27,0,0,0,0,0,0.55,0,0,0,2.9,0.832786629,0.797752809,
